key	en	official_zh	revised_zh
display.32-kit-tooltips-and-arc-endings.arc4Victory.0215	{tag1}{value0} is ended, and the count is left off at his name!{tag2}{tag3}Thus closes {value1}, and the last honest warden upon the Roll lies still in the Last Vault. He told you plainly what the jar is, the lock upon the last door, and he was ended all the same, and the keeping of the count is yours now to take up or to lay down. {value2}{tag4}{tag5}The road runs on, and it is posted plainly at the counter. The jar has unlocked the last door at the foot of the servants' stair, and it stands open upon a stair going down into the deep the Maw was dug to bury. The Guild has entered the descent as {tag6}{value3}{tag7}, six floors to the Bottom of the Maw, the longest of the charted descents and the close of the module. Adventurers of the 5th rank may instead {tag8}Retire{tag9} (menu) with full honours and endow every chronicle after; achievements are kept either way. Either road is entered in the same ledger.	{tag1}{value0}已被终结，计数在他的名字处中断！{tag2}{tag3}{value1}至此结束，名册上最后一位尽职的守卫静卧末库。他已清楚告诉你，罐子就是最后一道门的锁，却仍死于此处。此后是否接下计数，由你决定。{value2}{tag4}{tag5}道路仍向前延伸，柜台已将消息张贴。罐子打开了仆役阶梯底端的最后一道门，门后石阶通往巨口当初为掩埋它而开凿的深处。公会将此路线登记为{tag6}{value3}{tag7}，再下六层抵达巨口之底，这是所绘最长的下行，也是模组的结尾。五级及以上冒险者也可从菜单选择{tag8}退休{tag9}，荣誉归来，为后来的每部纪事留下资助；无论走哪条路，成就都保留。两条路同记一本账。	{tag1}{value0}已被终结，计数在他的名字处中断！{tag2}{tag3}{value1}至此结束，名册上最后一位恪守职分的守封者静卧于最后密室。他曾明白告诉你罐子是什么——最后一道门的锁，却仍被你终结；计数之守，如今由你接起或放下。{value2}{tag4}{tag5}道路仍向前延伸，柜台已将消息张贴。罐子打开了仆役阶梯底端的最后一道门，门已洞开，石阶直下深处；当初开凿巨口，正是为了埋葬这片深处。公会将此路线登记为{tag6}{value3}{tag7}，再下六层抵达巨口之底，是已绘路线中最长的一段下行，也是本模组的终章。五级及以上冒险者也可从菜单选择{tag8}退休{tag9}，荣誉归来，为后来的每部纪事留下资助；无论走哪条路，成就都保留。两条路同记一本账。
display.32-kit-tooltips-and-arc-endings.arc5Victory.0220	Rank at the Bottom	抵达底部时的等级	抵达巨口之底时的等级
display.32-kit-tooltips-and-arc-endings.arc5Victory.0225	Total gold earned by completion	获得金币	累计获得金币
display.32-kit-tooltips-and-arc-endings.arc5Victory.0230	You set the lock with a working of your own schooling, spoken over the jar as the wardens before you spoke theirs. 	你以所属学派的术法锁紧封印，对罐子念咒，如前任守卫曾念出他们的咒语。	你以本门所学的术法落锁，对着罐子念诵，一如先前的守封者各念其术。
display.32-kit-tooltips-and-arc-endings.arc5Victory.0239	You bring the jar up from the Bottom and set it upon the mantel of the Last Vault, centred, as the last warden kept it. You enter your own name at the head of the new Roll in a steady hand. Above, the Guild rules your numbered tag returned, and posts the Maw held for another age. At the rim, the windlass turns for the next name on the roll.	你把罐子从底部带回，放在最后密室壁炉台正中，摆在最后一任守卫原本安放它的位置。你稳稳地将自己的名字写在新名册首位。上方，公会将你的编号身份牌记作已归，公告巨口又受控一个时代。井沿绞盘转动，为名册上的下一人放绳。	你把罐子从巨口之底带回，放在最后密室的壁炉台正中，一如最后一任守封者的摆法。你稳稳地将自己的名字写在新名册首位。上方，公会将你的编号身份牌记作已归，并公告巨口再守一个时代。井口的绞盘转动，为名册上的下一人放绳。
display.32-kit-tooltips-and-arc-endings.arc5Victory.0240	The drum is silent, and the water stands where it lay. You climb through floors that are only stone now, past thrones and beds and cages that hold their dust in peace. The Guild strikes the Maw from its charter, pays the last bounties at the counter, and rules every outstanding tag recovered. In time the noticeboard fills with work in other country, and the windlass is taken down for its timber.	鼓声已停，水仍留在原处。你攀过如今只剩石头的楼层，经过静静积尘的王座、床铺和牢笼。公会从宪章划去巨口，在柜台付清最后赏金，将所有尚未归还的身份牌记作寻回。渐渐，布告板填上别处的差事，绞盘也被拆下作木料。	鼓声已停，水仍留在原处。你攀过如今只剩石头的楼层，经过静静积尘的王座、床铺和牢笼。公会从章程中划去巨口，在柜台付清最后赏金，将所有尚未归还的身份牌记作寻回。渐渐，布告板填上别处的差事，绞盘也被拆下作木料。
display.32-kit-tooltips-and-arc-endings.arc5Victory.0241	{tag1}{value0} is {value1}, and the module of the Maw is closed!{tag2}{tag3}{value3}{value5}{value4}{tag4}{tag5}{value2}{value6}{tag6}{tag7}The whole descent stands charted at last, the Prologue to the Bottom, and your name will be entered upon the Roll of Honour beside the ending you chose: {value7}. Below the last chair the seasons keep their turn still, {tag8}{value8}{tag9}, a season at a time. The first twelve seasons of a chronicle pay one prestige point apiece. Later payments grow rarer and eventually exhaust this chronicle's season allowance. Other rewards continue, and a new chronicle starts a fresh allowance. Adventurers of the 5th rank may {tag10}Retire{tag11} (menu) with full honours, the ending recorded upon the Roll; achievements are kept either way. Either road is entered in the same ledger.	{tag1}{value0}{value1}，巨口模组至此结束！{tag2}{tag3}{value3}{value5}{value4}{tag4}{tag5}{value2}{value6}{tag6}{tag7}从序章到最底层，整条下行终于绘完。你的名字将与所选结局同记荣誉名册：{value7}。最后座椅之下，季节仍轮流延续于{tag8}{value8}{tag9}。本次纪事前十二季，每季支付1声望点数；此后支付渐稀，最终用尽本次纪事的季节额度。其他奖励继续，新纪事会重获额度。五级及以上冒险者可从菜单选择{tag10}退休{tag11}，荣誉归来，结局留在名册；无论走哪条路，成就都保留。两条路同记一本账。	{tag1}{value0}{value1}，巨口模组至此结束！{tag2}{tag3}{value3}{value5}{value4}{tag4}{tag5}{value2}{value6}{tag6}{tag7}从序章直至巨口之底，整条下行终于绘完。你的名字将与所选结局同记荣誉名册：{value7}。最后那把椅子之下，季节仍一季接一季地轮转：{tag8}{value8}{tag9}。本部纪事前十二季，每季支付1声望点数；此后支付渐稀，最终用尽本部纪事的季节额度。其他奖励继续，新纪事会重获额度。五级及以上冒险者可从菜单选择{tag10}退休{tag11}，荣誉归来，结局留在名册；无论走哪条路，成就都保留。两条路同记一本账。
display.32-kit-tooltips-and-arc-endings.arc5Victory.0245	the debt discharged, and the Maw struck from the charter	债务清偿，巨口自宪章划去	债务清偿，巨口自章程划去
display.32-kit-tooltips-and-arc-endings.arcVictory.0156	Total gold earned by completion	获得金币	累计获得金币
display.32-kit-tooltips-and-arc-endings.chroniclePage.0144	The ledger records {value1} beasts put down and {value2} critical killing blows; {value3} trophies sold at the counter; {value4} gold pieces earned and {value5} laid out; and {value6} quests completed from the noticeboard. Rank {value7} was attained upon the road, with {value8} of {value9} achievements, in {value10} below the rim.	账册记载：击杀野兽{value1}只，打出暴击终结{value2}次；在柜台售出战利品{value3}件；挣得金币{value4}枚，花去{value5}枚；完成布告板任务{value6}项。在井沿之下共度{value10}，达到等级{value7}，取得{value8}/{value9}项成就。	账册记载：击杀野兽{value1}只，打出暴击终结{value2}次；在柜台售出战利品{value3}件；挣得金币{value4}枚，花去{value5}枚；完成布告板任务{value6}项。在井口之下共度{value10}，达到等级{value7}，取得{value8}/{value9}项成就。
display.32-kit-tooltips-and-arc-endings.endDemo.0278	Total gold earned by completion	获得金币	累计获得金币
display.32-kit-tooltips-and-arc-endings.endDemo.0287	{tag1}{value0} is behind you, and here the demo ends.{tag2}{tag3}{value1}{tag4}{tag5}The lower levels will open in time, free of charge, upon this very page. Keep your save code safe: your numbered tag remains good, and the Guild honours its own.	{tag1}{value0}已在身后，试玩到此结束。{tag2}{tag3}{value1}{tag4}{tag5}更深楼层日后会在本页免费开放。请妥善保存存档代码，你的编号身份牌仍有效，公会会承认自己的凭据。	{tag1}{value0}已在身后，试玩到此结束。{tag2}{tag3}{value1}{tag4}{tag5}更深楼层日后会在本页免费开放。请妥善保存存档代码：你的编号身份牌依然有效，公会不亏待自己人。
display.32-kit-tooltips-and-arc-endings.invTip.0059	{value1} of the deep, weighing one stone the piece against the pack's limit. The Guildhouse counter should pay about {value2}{value3} apiece{value4}.	来自地底的{value1}，每件占背包负载一石。公会馆柜台每件约付{value2}{value3}{value4}。	来自地底的{value1}，每件计入背包负重一英石。公会馆柜台每件约付{value2}{value3}{value4}。
display.32-kit-tooltips-and-arc-endings.labels.0109	The tags taken from the trophy wall have gone up the shaft ahead of you, bound for the families, and the bearer who stayed with the lamps keeps his own tag by his fire. Your page closes upon a stamped square of Guild iron: tag No. 41, sent home at last.	从战利品墙取回的身份牌已先你一步升上竖井，送往家属手中。留下照灯的那人仍在火边保管自己的牌。你的这一页以一方冲印公会铁牌作结：第41号身份牌终于归家。	从战利品墙取回的身份牌已先你一步升上竖井，送往各家。留守灯火的那名脚夫，把他自己的身份牌收在火边。你的这一页以一方冲印的公会铁牌作结：第41号身份牌，终于归家。
display.32-kit-tooltips-and-arc-endings.labels.0112	The account closes upon the bell at the rim of the Maw, rung home in a full peal, the first in living memory.	账目以巨口井沿的一阵齐钟作结，为归来而鸣，活人记忆中尚无前例。	账目以巨口井口的钟声作结：为归来者全钟齐鸣，活人记忆中尚无前例。
display.32-kit-tooltips-and-arc-endings.labels.0119	You write the deeds to the last line and swear the page open beneath them, in the old form, against the day you take up the tag again. The Guild binds the oath, files it among the living, and keeps the nail warm.	你写下事迹直到末行，再按古式在下方立誓，留这一页等你再次拿起身份牌。公会将誓言装订，归入生者档案，保留那枚挂钉。	你把事迹写到末行，再按古式在其下立誓，言明此页不结，以待你重拾身份牌之日。公会将誓言装订，归入生者档案，那枚挂钉也替你留着，不教它冷下去。
display.32-kit-tooltips-and-arc-endings.labels.0194	Vhorren's hoard lies before you. Among the coins you find one last prize.	Vhorren的宝藏堆在你面前。你在钱币间找到最后一件珍宝。	沃伦的宝藏堆在你面前。你在钱币间找到最后一件珍宝。
